wb1,wb2,wb3,wb4,wb5,pb,prize,daysin,daycos,year
6.00,9.00,16.00,28.00,38.00,13.00,10000000.00,0.24,0.97,7.45
7.00,9.00,17.00,20.00,44.00,25.00,10000000.00,0.17,0.99,7.46
3.00,4.00,18.00,30.00,37.00,23.00,25277101.00,0.12,0.99,7.47
4.00,7.00,9.00,27.00,32.00,6.00,20000000.00,0.05,1.00,7.48
3.00,11.00,14.00,16.00,43.00,10.00,18500000.00,-0.03,1.00,7.48
6.00,19.00,29.00,39.00,44.00,28.00,16000000.00,-0.10,0.99,7.50
11.00,13.00,23.00,42.00,43.00,18.00,14000000.00,-0.15,0.99,7.50
2.00,3.00,15.00,25.00,43.00,25.00,12000000.00,-0.22,0.98,7.52
19.00,32.00,33.00,35.00,47.00,26.00,10000000.00,-0.27,0.96,7.52
6.00,10.00,31.00,47.00,48.00,29.00,47400000.00,-0.34,0.94,7.53
13.00,34.00,40.00,44.00,47.00,24.00,41800000.00,-0.39,0.92,7.54
5.00,22.00,25.00,36.00,38.00,37.00,36700000.00,-0.45,0.89,7.55
3.00,14.00,20.00,32.00,47.00,2.00,31600000.00,-0.49,0.87,7.56
